ref;price by Wh;type;efficacite;gamme puissance;poids;region;dimension;prix theorique
"Poly 6"" 60 cells 240W-260W";0.152;Polycristallin;14.75 ~ 15.93;240 ~ 260;20;Chine;1640x992x40;36.48
MONO PERC 390W-410W 108HALF-CELLS (18...;0.243;Monocristallin;19.95 ~ 20.97;390 ~ 410;21.5;Chine;1724x1134x30;94.77
YS375-395SM/PERC;0.195;PERC;19 ~ 20;375 ~ 395;22;Chine;1957x992x40;73.125
SYM120-6-325BMDG-340BMDG;0.233;PERC, Bifacial;19 ~ 19.9;325 ~ 340;22;Chine;1708x1000x30;75.72500000000001
Mono 335W (60 Cells);0.314;Monocristallin;20.1;335;18.5;Inde;1665x1000x35;105.19
IBS72P;0.275;Polycristallin;17.01 ~ 17.52;330 ~ 340;22.5;Espagne;1956x992x40;90.75000000000001
Poly 260-280;0.248;Polycristallin;15.98 ~ 17.21;260 ~ 280;18;Chine;1640x992x35;64.48
NS-250-290S6-60;0.229;Monocristallin;15.37 ~ 17.83;250 ~ 290;19;Chine;1640x992x35;57.25
LF320-335M6-60H;0.223;Monocristallin;19 ~ 19.9;320 ~ 335;18.5;Chine;1678x1002x35;71.36
GPM-445-465W;0.219;PERC;20.56 ~ 21.48;445 ~ 465;24;Chine;1909x1137x35;97.455
TW-F-M66H(V)-650-670W;0.253;PERC;20.92 ~ 21.6;650 ~ 670;32.9;Chine;2384x1303x35;164.45
REESUN120H-182M 435-460W;0.262;PERC;20.1 ~ 21.26;435 ~ 460;24.5;Chine;1908x1134x35;113.97
BR-M325-345W;0.227;PERC;19.26 ~ 20.45;325 ~ 345;19;Chine;1684x1002x35;73.775
SKT95-105M6-12;0.286;Monocristallin;15.04 ~ 16.42;100 ~ 105;6.5;Chine;870x665x30;28.599999999999998
OS-M36 70-100W;0.233;Monocristallin;19.8 ~ 21.3;100;--;Chine;1200x540x30;23.3
G10M150-72;0.248;Monocristallin;--;150;9.11;Chine;1075x770x30;37.2
SS8-60HS 435~460M;0.246;PERC;20.09 ~ 22.25;435 ~ 460;24;Chine;1909x1134x35;107.01
ONYX ES Series 590-605W;0.229;PERC;20.8 ~ 21.4;590 ~ 605;28.6;Chine;2172x1303x35;135.11
ALL BLACK SWB440-460M;0.229;Monocristallin;20.24 ~ 21.16;440 ~ 460;24.5;Chine;2094x1038x35;100.76
Poly 200-220W (72 Cells);0.295;Polycristallin;15.02 ~ 16.52;200 ~ 220;13.5;Inde;1335x990x35;59.0
ESUN144H-182M 530-555W;0.262;PERC;20.51 ~ 21.48;530 ~ 555;27;Chine;2279x1134x35;138.86
GS72M-525-545;0.232;Monocristallin;20.4 ~ 21.1;525 ~ 545;34;Chine;2279x1134x30;121.80000000000001
HRAP-120H590-610M12;0.232;Monocristallin;20.8 ~ 21.57;590 ~ 610;30.9;Chine;2172x1303x35;136.88
JFS3-150-210 480-505W;0.209;Monocristallin;20.1 ~ 21.1;480 ~ 505;26.3;Chine;2176x1098x35;100.32
SL120-12M 100-120W;0.257;Monocristallin;--;100 ~ 120;10;Chine;1190x660x30;25.7
M2 Series MYM2054-270W;0.228;Monocristallin;21.2;270;19;Chine;1480x992x35;61.56
"Poly 6"" 60 cells Black Series 230W-250W";0.152;Polycristallin;14.1 ~ 15.4;230 ~ 250;20;Chine;1640x992x40;34.96
SUN 66M-H12 650-670;0.186;Monocristallin;20.92 ~ 21.57;650 ~ 670;34.5;Chine;2384x1303x35;120.9
SPM6-60L 310-330W;0.233;Monocristallin;18.8 ~ 20;310 ~ 330;18;Chine;1665x1002x35;72.23
G10M200-72 18V;0.248;Monocristallin;--;200;12.38;Chine;1405x770x35;49.6
YH 535-550W 36MH;0.229;Monocristallin;20.93 ~ 21.51;535 ~ 550;28.4;Chine;2256x1133x35;122.515
FDS100-12P;0.287;Polycristallin;15.8;100;7.5;Chine;990x660x35;28.7
MSMDxxxM3-60 320W-345W;0.300;Monocristallin;19 ~ 20.4;320 ~ 345;19;Allemagne;1684x1002x40;96.0
M6-360/370/380;0.208;Monocristallin;--;360 ~ 380;22.5;Chine;1956x992x40;74.88
SYM144-6-395BMDG-420BMDG;0.229;PERC, Bifacial;19.4 ~ 20.6;395 ~ 420;27;Chine;2034x1000x30;90.455
Tiger Premium AS-7M108-HC Full Black ...;0.237;PERC;20.49 ~ 21.25;400 ~ 415;21;Chine;1722x1134x30;94.8
SS8-54HS 390-415M;0.240;PERC;19.98 ~ 21.25;390 ~ 415;22;Chine;1722x1134x30;93.6
AE SolarAE MD-108 395-415W;0.300;PERC;20.22 ~ 21.25;395 ~ 415;21.5;Pologne;1724x1133x35;118.5
PIX MP3 48 230-265W;0.355;PERC;17.03 ~ 19.62;230 ~ 265;16;Inde;1351x1000x35;81.64999999999999
LF285-300P6-60H;0.229;Polycristallin;16.85 ~ 17.73;285 ~ 300;18.6;Chine;1685x1004x35;65.265
LKS-455W monocrystalline solar panel;0.276;Monocristallin;20.9;460;23.2;Chine;2108x1048x35;126.96000000000001
Virtus II Mono JC300-320S-24/Bbpw 1500V;0.209;Monocristallin;18.45 ~ 19.67;300 ~ 320;19;Chine;1640x992x35;62.699999999999996
MONO PERC 440W-460W 120HALF-CELLS (18...;0.262;Monocristallin;20.5 ~ 21.5;440 ~ 460;23.5;Chine;1890x1134x35;115.28
Black Panther RCM-440-460-7BME;0.229;PERC;20.33 ~ 21.25;440 ~ 460;27;France;1909x1134x35;100.76
SKT430~460M6 Double glass bifacial;0.248;PERC;19.8 ~ 21.2;430 ~ 460;27;Chine;2094x1038x30;106.64
ONYX ES Series 590-605W Bifacial;0.233;Bifacial, PERC;20.8 ~ 21.4;590 ~ 605;35.3;Chine;2172x1303x35;137.47
SF-M15/72 370~385W;0.249;Monocristallin;19.1 ~ 19.84;370 ~ 385;21;Chine;1956x992x35;92.13
SE270M-24/B — SE300M-24/B;0.190;Monocristallin;13.9 ~ 15.5;270 ~ 300;23;Allemagne;1956x992x50;51.3
PW-60M360-385HM6;0.219;PERC;19.8 ~ 21.1;360 ~ 385;20;Chine;1755x1038x35;78.84
Poly 315-345;0.248;Polycristallin;16.23 ~ 17.78;315 ~ 345;21.6;Chine;1956x992x40;78.12
JMPV-HM6HBM1/60-370-380;0.255;PERC, Bifacial;20.31 ~ 20.86;370 ~ 380;20.5;Chine;1755x1038x35;94.35000000000001
TS144 -450M;0.178;Monocristallin;20.2;450;25;Chine;2120x1052x40;80.1
AI-120HCG1-325-350 9BB;0.252;Monocristallin;19.3 ~ 20.8;325 ~ 350;--;Chine;1696x1002x35;81.9
NS-300-345S6-72;0.238;Monocristallin;15.5 ~ 17.78;300 ~ 345;23;Chine;1956x992x40;71.39999999999999
QSUN-144MS 445-465W;0.249;Monocristallin;20.5 ~ 21.4;445 ~ 465;23;Chine;2094x1038x35;110.80499999999999
INE-330-350-60MH (5BB);0.267;Monocristallin;19.3 ~ 20.5;330 ~ 350;19;Chine;1684x1002x35;88.11
IBS144M PERC 430-450W;0.285;PERC;19.46 ~ 20.37;430 ~ 450;24;Espagne;2108x1048x40;122.54999999999998
TM Series 390-410W BIF;0.244;Bifacial, PERC;19.95 ~ 20.97;390 ~ 410;21;Espagne;1724x1134x30;95.16
Jsun 280;0.190;Monocristallin;16.86;280;--;Chine;--;53.2
OS-M36 120-150W;0.233;Monocristallin;19.6 ~ 21.1;120 ~ 150;--;Chine;1480x670x35;27.96
SI285-305P-72;0.214;Polycristallin;14.7 ~ 15.7;285 ~ 305;24;Chine;1956x992x45;60.99
FLEX-HDT;0.524;HJT, Bifacial;20.8;100;1.5;Chine;940x510x2;52.400000000000006
DC315-335M-60;0.267;Monocristallin;18.88 ~ 20.08;315 ~ 335;19;Chine;1665x1002x35;84.105
DM60-270-285;0.133;Monocristallin;16.4 ~ 17.3;270 ~ 285;23;Chine;1658x992x6;35.910000000000004
6P-100-110;0.248;Polycristallin;17.2 ~ 18.9;100 ~ 110;7.7;Chine;1020x670x30;24.8
HF36P-150-170;0.248;Polycristallin;15.1 ~ 17.1;150 ~ 170;12;Chine;1480x680x35;37.2
YS320-340SM/PERC;0.195;PERC;19 ~ 20.2;320 ~ 340;18.7;Chine;1689x996x35;62.400000000000006
XDG245-265W-60P;0.229;Polycristallin;15.06 ~ 16.59;245 ~ 265;18;Chine;1640x992x40;56.105000000000004
GPNE-S72 370-390W;0.230;Monocristallin;19 ~ 20.1;370 ~ 390;22.1;Chine;1980x1002x40;85.10000000000001
TPL P-36 Series 135W-160W;0.0476;Polycristallin;13.61 ~ 16.14;135 ~ 160;10.8;Chine;1480x670x35;6.426
SKT195-220M6-24;0.257;Monocristallin;14.78 ~ 16.67;195 ~ 220;15;Chine;1160x992x35;50.115
WattpowerWP405-420/G8-108H;0.285;PERC;20.7 ~ 21.5;405 ~ 420;21;Pologne;1724x1134x30;115.425
BR-M360-380W;0.217;PERC;19.46 ~ 20.54;360 ~ 380;19.8;Chine;1765x1048x35;78.12
QS72M 360-380W;0.209;Bifacial, PERC;18.4 ~ 19.5;360 ~ 380;37.5;Chine;1971x992x40;75.24
MS HC P-120p 285-305W;0.227;Polycristallin;16.89 ~ 18.08;285 ~ 305;19;Chine;1684x1002x35;64.69500000000001
RL290-310HP-120;0.190;Polycristallin;17.45 ~ 18.66;290 ~ 310;18.5;Chine;1684x1002x35;55.1
Cortex P2 Bifacial Series 445-460W;0.380;Bifacial;20.1 ~ 20.8;445 ~ 460;28.6;États-Unis;2111x1046x30;169.1
BETA 420;0.320;Monocristallin;22.02;420;21;Italie;1704x1134x35;134.4
Spirit Series NKM-156 570-590;0.229;Monocristallin;20.3 ~ 21.1;570 ~ 590;31.5;Chine;2465x1135x35;130.53
PP-210W-220W;0.209;Polycristallin;18.4 ~ 19.4;210 ~ 220;13.4;Chine;1320x992x35;43.89
Risen EnergyRSM144-9-525-545M;0.300;PERC;20.2 ~ 21;525 ~ 545;28;Italie;2288x1134x35;157.5
HW-M6/144H 440-460;0.209;Monocristallin;20.1 ~ 21;440 ~ 460;24;Chine;2094x1038x35;91.96
PST-P60-250W~280W;0.157;Polycristallin;15.7 ~ 16.9;255 ~ 275;18.5;Chine;1640x992x40;40.035000000000004
IBS72M PERC 375-380W;0.300;PERC;19.33 ~ 19.58;375 ~ 380;21;Espagne;1956x992x40;112.5
LF330-345P6-72;0.229;Polycristallin;17.01 ~ 17.78;330 ~ 345;22.5;Chine;1956x992x40;75.57000000000001
Black Panther RCM-485-510-7MM;0.238;PERC;20.42 ~ 21.85;485 ~ 510;26;France;2094x1134x30;115.42999999999999
QSUN-M210-120S 585-605W;0.248;Monocristallin;20.7 ~ 21.4;585 ~ 605;31;Chine;2172x1303x35;145.08
BETA 430;0.330;Monocristallin;23;430;21;Italie;1722x1134x35;141.9
Poly 150-165;0.619;Polycristallin;15.1 ~ 16.61;150 ~ 165;10.8;Chine;1482x670x35;92.85
SPHM6-60L 325-340W;0.219;PERC;19.24 ~ 22.13;325 ~ 340;18.5;Chine;1686x1002x35;71.175
JMPV-HM6HBM1/72-445-455;0.254;PERC, Bifacial;20.47 ~ 20.93;445 ~ 455;24.5;Chine;2094x1038x35;113.03
MSMDxxxM3-72 390W-410W;0.300;Monocristallin;19.2 ~ 20.2;390 ~ 410;27;Allemagne;2028x1002x40;117.0
INE-330-350-60MH (9BB);0.267;Monocristallin;19.3 ~ 20.5;330 ~ 350;19;Chine;1698x1004x35;88.11
Jsun 275;0.190;Monocristallin;18.56;275;--;Chine;--;52.25
SI135-155P-36;0.214;Polycristallin;13.5 ~ 15.5;135 ~ 155;12;Chine;1482x676x40;28.89
6P-150-165;0.238;Polycristallin;17.2 ~ 18.9;150 ~ 165;11;Chine;1470x670x30;35.699999999999996
TPL P-48 Series 190W-215W;0.133;Polycristallin;14.51 ~ 16.42;190 ~ 215;15;Chine;1320x992x35;25.270000000000003
Spiration Series NKM-120 585-605 Bifa...;0.233;Bifacial;20.7 ~ 21.4;585 ~ 605;35;Chine;2172x1303x35;136.305
QS60M 300-320W;0.209;Bifacial, PERC;18.2 ~ 19.5;300 ~ 320;32;Chine;1662x992x40;62.699999999999996
TM Series 430-450W BIF;0.244;Bifacial, PERC;19.8 ~ 20.9;430 ~ 450;25;Espagne;2094x1038x35;104.92
SYM36-6-190M;0.252;PERC;19.8;190;11;Chine;1480x680x35;47.88
M2 Series MYM2060-305-325W;0.250;Monocristallin;18.75 ~ 19.98;305 ~ 325;18.5;Chine;1640x992x35;76.25
SL100-12M 90-100W;0.257;Monocristallin;--;100;8;Chine;1195x541x30;25.7
SUN 60M-H12 590-610;0.184;Monocristallin;20.85 ~ 21.55;590 ~ 610;31;Chine;2172x1303x35;108.56
Cortex P2 Series 365-380W Ultra Black;0.380;PERC;20 ~ 20.7;365 ~ 380;20;États-Unis;1763x1040x30;138.7
Leapton SolarLP182-M-72-MH 530-550W;0.280;Monocristallin;20.5 ~ 21.3;530 ~ 550;29;Pologne;2279x1134x35;148.4
MONO PERC 580W-600W 156HALF-CELLS (18...;0.257;Monocristallin;20.9 ~ 21.7;580 ~ 600;31;Chine;2443x1134x35;149.06
"Poly 6"" 72 cells 285W-305W";0.152;Polycristallin;14.69 ~ 15.7;285 ~ 305;23.5;Chine;1956x992x45;43.32
G10M200-72 36V;0.248;Monocristallin;--;200;12.38;Chine;1405x770x35;49.6
MS P-72p 350-370W;0.227;Polycristallin;17.47 ~ 18.46;350 ~ 370;22.5;Chine;2000x1002x40;79.45
GPNE-S60 310-330W;0.220;Monocristallin;19.2 ~ 20.2;310 ~ 330;18.3;Chine;1665x1002x35;68.2
SL185-72M - SL205-72M;0.190;Monocristallin;14.5 ~ 16.1;185 ~ 205;15.5;Allemagne;1580x808x35;35.15
Jupiter SS8-72HD 530~555M;0.238;PERC, Bifacial;20.45 ~ 21.42;530 ~ 555;31.6;Chine;2278x1134x35;126.14
REESUN132H-182M 480-505W;0.262;PERC;20.22 ~ 21.85;480 ~ 505;26;Chine;2094x1134x35;125.76
CSI SolarHiKu6 CS6W-530-555MS;0.295;PERC;20.7 ~ 21.6;530 ~ 555;27.6;Espagne;2261x1134x30;156.35
HF60P-250-280;0.229;Polycristallin;15.4 ~ 17.21;250 ~ 280;18;Chine;1650x992x35;57.25
SS175-190-72M(Black);0.257;Monocristallin;13.7 ~ 14.8;175 ~ 190;15.5;Chine;1580x808x35;44.975
BR-M395-415W;0.212;PERC;19.63 ~ 20.63;395 ~ 415;22.5;Chine;2008x1002x35;83.74
GS72M-435-455;0.232;Monocristallin;19.4 ~ 20.6;435 ~ 455;29;Chine;2094x1038x30;100.92
(5BB)370- 390W Mono PERC Solar Panel ...;0.243;Monocristallin;18.68 ~ 19.69;370 ~ 390;22;Chine;1997x992x40;89.91
TP-330-340P-72;0.169;Polycristallin;17.01 ~ 17.52;330 ~ 340;26.5;Chine;1956x992x35;55.77
DC180-200M-36;0.267;Monocristallin;18.03 ~ 20.03;180 ~ 200;11.5;Chine;1490x670x30;48.06
LP182*182-M-78-MH 580-605W;0.209;Monocristallin;20.94 ~ 21.84;580 ~ 605;31;Chine;2443x1134x35;121.22
KE-60MDH 435-455W;0.246;PERC;20.13 ~ 21.05;435 ~ 455;24;Chine;1908x1133x35;107.01
YS275-295SP;0.228;Polycristallin;16.3 ~ 17.5;275 ~ 295;18.7;Chine;1689x996x35;62.7
FDS120-12P;0.287;Polycristallin;16;120;9;Chine;1190x660x35;34.44
HW-M10/108H 395-415;0.238;Monocristallin;20.2 ~ 21.2;395 ~ 415;20.5;Chine;1722x1134x35;94.00999999999999
ONYX ES Series 645-670W;0.229;PERC;20.8 ~ 21.6;645 ~ 670;33.9;Chine;2384x1303x35;147.705
PP-230W-250W;0.209;Polycristallin;18.4 ~ 19;230 ~ 250;15;Chine;1480x992x35;48.07
PW-66M410-425HM6;0.219;PERC;20.5 ~ 21.3;410 ~ 425;22;Chine;1924x1038x35;89.79
TS144-530-535W;0.212;Monocristallin;20.5 ~ 20.7;530 ~ 535;28.5;Chine;2279x1134x35;112.36
SF-M15/72 390~410W;0.246;Monocristallin;19.3 ~ 20.5;390 ~ 410;22;Chine;1979x1002x35;95.94
RL340-360HP-144;0.229;Polycristallin;16.9 ~ 17.9;340 ~ 360;22.5;Chine;2008x1002x35;77.86
RS6S-P 325-345W;0.219;Polycristallin;16.76 ~ 17.78;325 ~ 345;22;Chine;1956x992x40;71.175
AI-120HCM6-350-375;0.252;Monocristallin;18.8 ~ 20.15;350 ~ 375;--;Chine;1776x1048x35;88.2
M6-380/390;0.218;Monocristallin;--;380 ~ 390;22.5;Chine;2000x992x40;82.84
SFED-Eflex 290SP;0.667;Monocristallin;20.1;290;5.3;Chine;1800x800;193.43
Poly 120W (36 Cells);0.295;Polycristallin;15.49;120;--;Inde;1165x670x30;35.4
LONGi SolarLR5-66HPH 480-505M;0.330;Monocristallin;20.4 ~ 21.5;480 ~ 505;25.1;Italie;2073x1133x35;158.4
HRAP-132H655-675M12;0.232;Monocristallin;21.09 ~ 21.73;655 ~ 675;34;Chine;2384x1303x35;151.96
PIX MP3 54 265-300W;0.355;PERC;17.53 ~ 19.85;265 ~ 300;18;Inde;1512x1000x35;94.07499999999999
Virtus II 5BB JC360-380S-24/Abw 1000V;0.220;Monocristallin;18.57 ~ 19.6;360 ~ 380;22;Chine;1956x992x40;79.2
OS-M60 250-270W;0.238;Monocristallin;19.4 ~ 20.6;250 ~ 270;--;Chine;1640x992x40;59.5
SKT225-245M6-24;0.257;Monocristallin;15.33 ~ 16.69;225 ~ 245;17;Chine;1330x992x35;57.825
SKT390~415M10;0.248;PERC;20 ~ 21.3;390 ~ 415;20.5;Chine;1722x1134x30;96.72
AE SolarAE MD-144 530-550W;0.298;PERC;20.6 ~ 21.31;530 ~ 550;27;Pologne;2278x1133x35;157.94
166 series Mono Half -cut 370W-380W/ 120;0.213;Monocristallin;20.3 ~ 20.9;370 ~ 380;21;Chine;1755x1038x35;78.81
XDG290-320W-72P;0.314;Polycristallin;14.95 ~ 16.49;290 ~ 320;22;Chine;1956x992x45;91.06
TM Series 530-550W BIF;0.291;Bifacial, PERC;20.56 ~ 21.28;530 ~ 550;26.5;Espagne;2279x1134x35;154.23
Phono SolarTwinPlus 535-555 Mono-PERC;0.300;PERC;20.71 ~ 21.48;535 ~ 555;29;Italie;2278x1134x35;160.5
PP-255W-275W;0.209;Polycristallin;19.2 ~ 20;255 ~ 275;18;Chine;1640x992x35;53.294999999999995
HRAP-132HBD655-670M12;0.232;Bifacial;21.09 ~ 21.57;655 ~ 670;38.1;Chine;2384x1038x35;151.96
MS P-60p 265-285W;0.227;Polycristallin;16.29 ~ 17.52;265 ~ 285;19;Chine;1650x1000x35;60.155
YS330-350SP;0.229;Polycristallin;16.4 ~ 17.4;330 ~ 350;22.7;Chine;2015x996x40;75.57000000000001
RL300-310HM-60 Black;0.238;Monocristallin;18.44 ~ 19.05;300 ~ 310;17;Chine;1640x992x35;71.39999999999999
GPNE-S60/FNH 325-345W;0.220;Monocristallin;19.2 ~ 20.4;325 ~ 345;19;Chine;1684x1002x35;71.5
EE-SM-250MB-54;0.238;Monocristallin;17.01 ~ 18.71;250 ~ 275;16;Inde;1482x992x35;59.5
SYM60-6-260P-280P;0.219;Polycristallin;15.9 ~ 17.1;260 ~ 280;18;Chine;1650x992x35;56.94
BR-M650-670W;0.212;PERC;20.9 ~ 21.6;650 ~ 670;40;Chine;2384x1303x35;137.79999999999998
SAT-425-440-BMZ-HV;0.238;PERC;19.46 ~ 20.14;425 ~ 440;24;Chine;2180x1002x35;101.14999999999999
PIX MP3 60 300-335W;0.355;PERC;17.94 ~ 20.03;300 ~ 335;20;Inde;1673x1000x35;106.5
HW-M10/120H 440-460;0.229;Monocristallin;20.3 ~ 21.2;440 ~ 460;25;Chine;1908x1134x35;100.76
HTM390-415MH2-72;0.267;Monocristallin;19.38 ~ 20.38;390 ~ 410;22.5;Chine;2008x1002x35;104.13000000000001
Virtus II JC370-390S-24/Abpw 1500V;0.220;Monocristallin;19.08 ~ 20.1;370 ~ 390;22;Chine;1956x992x40;81.4
(5BB) 390-410W Mono Solar Panel 72hal...;0.243;Monocristallin;19.16 ~ 20.15;390 ~ 410;26;Chine;2031x1002x30;94.77
BETA 440;0.350;Monocristallin;23.5;440;21;Italie;1722x1134x35;154.0
LWM365-380-MH60;0.269;Monocristallin;20.04 ~ 20.86;365 ~ 380;20.5;Chine;1755x1038x30;98.185
TN650-670M;0.209;Monocristallin;20.9;650;34.5;Chine;2384x1303x35;135.85
SKT440~460M10;0.248;PERC;20.3 ~ 21.1;440 ~ 460;24;Chine;1909x1134x35;109.12
SS175-205-72M;0.257;Monocristallin;13.7 ~ 16;175 ~ 205;15.5;Chine;1580x808x35;44.975
IBS72P 325-345W;0.275;Polycristallin;16.75 ~ 17.78;325 ~ 345;20.5;Espagne;1956x992x35;89.37500000000001
QSUN-144MS 530-550W;0.248;Monocristallin;20.5 ~ 21.3;530 ~ 550;28.5;Chine;2279x1134x35;131.44
Black Panther RCM-430-450-6MF;0.228;PERC;19.5 ~ 20.3;430 ~ 450;24;France;2108x1048x35;98.04
OS-M72 200/300W;0.238;Monocristallin;19.5 ~ 20.6;200 ~ 300;--;Chine;1330x992x35;47.599999999999994
MSD144M/525-540;0.248;PERC;20.3 ~ 20.8;525 ~ 540;27.3;Chine;2279x1134x35;130.2
SUN 72M-H8 540-550;0.176;Monocristallin;20.9 ~ 21.29;540 ~ 550;29;Chine;2278x1134x35;95.03999999999999
MSMD - HD60NBG Power 375-400W;0.300;Bifacial;20.22 ~ 21.57;375 ~ 400;24;Allemagne;1773x1046x30;112.5
Spiration Series NKM-120 585-605;0.229;Monocristallin;20.7 ~ 21.4;585 ~ 605;31.5;Chine;2172x1303x35;133.965
SKT280-320M6-20;0.232;Monocristallin;17.21 ~ 19.7;280 ~ 320;20;Chine;1640x992x35;64.96000000000001
FDS150-12P;0.287;Polycristallin;15.1;150;11.2;Chine;1480x660x35;43.05
TP-275P;0.181;Polycristallin;16.9;275;18.5;Chine;1640x992x40;49.775
TPL P-54 Series 210W-235W;0.190;Polycristallin;14.3 ~ 16.01;210 ~ 235;16.8;Chine;1480x992x35;39.9
M2 Series MYM2072-365-380W;0.249;Monocristallin;18.81 ~ 19.84;365 ~ 385;22.5;Chine;1956x992x35;90.885
AE SolarAE MD-120 440-460W;0.298;Monocristallin;20.33 ~ 21.26;440 ~ 460;24;Pologne;1910x1133x35;131.12
S100-110M-36;0.248;Monocristallin;15.5 ~ 17;100 ~ 110;8;Chine;1195x541x35;24.8
G12M330-72 18V;0.248;Monocristallin;--;330;19.6;Chine;1955x880x35;81.84
SW390-410M-120;0.238;Monocristallin;20.3 ~ 21.32;390 ~ 410;21;Chine;1754x1096x30;92.82
FLEX-HDT 190;0.524;HJT, Bifacial;20.6;190;1.92;Chine;1350x680x2;99.56
HF72P-300-340;0.229;Polycristallin;15.5 ~ 17.52;300 ~ 340;23;Chine;1956x992x40;68.7
RS6C-P 270-290W;0.225;Polycristallin;16.6 ~ 17.83;270 ~ 290;19;Chine;1640x992x40;60.75
LF500M10-66H;0.221;Monocristallin;--;490 ~ 510;26.5;Chine;2094x1134x35;108.29
AI-144HCG1-390-415 5BB;0.252;Monocristallin;19.4 ~ 20.5;390 ~ 415;--;Chine;2010x1000x35;98.28
PW-54M390-410HM10;0.219;PERC;19.98 ~ 21.01;390 ~ 410;21.5;Chine;1723x1133x35;85.41
SL100-12P 80-100W;0.248;Polycristallin;--;100;8;Chine;1010x660x30;24.8
Jsun 270;0.190;Monocristallin;16.26;270;--;Chine;--;51.3
EYP170-29SP;0.714;Monocristallin;20;170;2.9;Chine;1120x792x2.5;121.38
156cells Mono Solar Module 460W-470W;0.184;Monocristallin;20.49 ~ 20.93;460 ~ 470;25;Chine;2182x1029x35;84.64
JMPV-HM6HBM2/60-370-380;0.255;PERC, Bifacial;20.31 ~ 20.89;370 ~ 380;23;Chine;1755x1038x30;94.35000000000001
M6-375/395;0.218;Monocristallin;19.23 ~ 20.25;375 ~ 395;22.6;Chine;1966x992x40;81.75
SF-P15/60 260~295W;0.243;Polycristallin;15.98 ~ 18.1;260 ~ 295;19;Chine;1640x992x35;63.18
ONYX ES Series 645-665W Bifacial;0.233;Bifacial, PERC;20.8 ~ 21.4;645 ~ 665;38.7;Chine;2384x1303x35;150.285
SL185-200-72M-B Black;0.190;Monocristallin;14.5 ~ 15.7;180 ~ 200;15.5;Allemagne;1580x808x45;34.2
INE-390-410-72MH (5BB);0.267;Monocristallin;19.38 ~ 20.37;390 ~ 410;22.8;Chine;2008x1002x40;104.13000000000001
QS60P 260-280W;0.209;PERC;15.9 ~ 17.1;260 ~ 280;17.5;Chine;1640x990x35;54.339999999999996
YS270-285DP;0.181;Bifacial;16.4 ~ 17.3;270 ~ 285;23.5;Chine;1664x998x7.6;48.87
JA SolarJAM72S20 445-470/MR;0.288;Monocristallin;20 ~ 21.2;445 ~ 470;24.5;Pologne;2112x1052x35;128.16
M3 Series MYM3036-185-205W;0.280;Monocristallin;18.1 ~ 20.1;185 ~ 205;11.3;Chine;1500x680x35;51.800000000000004
PP-310W-330W;0.209;Polycristallin;19.4 ~ 20;310 ~ 330;21;Chine;1956x992x35;64.78999999999999
FL425 - 450MH;0.248;Monocristallin;19.6 ~ 20.7;425 ~ 450;23.5;Chine;2108x1048x35;105.4
HTM325-345MH2-60;0.267;Monocristallin;19.26 ~ 20.45;325 ~ 345;19.5;Chine;1684x1002x35;86.775
SKT480~505M10;0.248;PERC;20.3 ~ 21.3;480 ~ 505;26.3;Chine;2094x1134x35;119.03999999999999
M6 144CELLS 435-455W Mono;0.229;Monocristallin;19.98 ~ 20.9;435 ~ 455;23;Chine;2095x1039x35;99.61500000000001
HW-P360H 275-295;0.238;Polycristallin;16.6 ~ 17.8;275 ~ 295;17.8;Chine;1665x996x35;65.45
JMPV-HM6HBM2/72-445-455;0.254;PERC, Bifacial;20.47 ~ 20.93;445 ~ 455;27.5;Chine;2094x1038x30;113.03
HRAP-144HBD435-455M6;0.232;Bifacial;20.01 ~ 20.93;435 ~ 455;27;Chine;2094x1038x30;100.92
FDS200-24P;0.246;Polycristallin;16.2;200;15;Chine;1320x990x35;49.2
SPHP6-72L;0.238;Polycristallin;16.92 ~ 18.16;340 ~ 365;22.5;Chine;2010x1000x35;80.92
BR-M580-600W 2464×1134×35;0.221;PERC;20.7 ~ 21.5;580 ~ 600;32;Chine;2464x1134x35;128.18
QS72M 365-385W;0.209;PERC;18.8 ~ 19.8;365 ~ 385;20.5;Chine;1940x990x40;76.285
HF120P-275-295;0.219;Polycristallin;16.3 ~ 17.5;275 ~ 295;19;Chine;1689x1002x35;60.225
SKT340-370M6-24;0.232;Monocristallin;17.5 ~ 19.2;340 ~ 370;23;Chine;1956x992x40;78.88000000000001
SF-P15/72 330-360W;0.244;Polycristallin;17 ~ 18.55;330 ~ 360;21;Chine;1956x992x35;80.52
MS-M330(60);0.252;Monocristallin;19.78;330;19;Chine;1665x1002x35;83.16
RL350-370HM-72 Black;0.229;Monocristallin;18.04 ~ 19.23;350 ~ 370;22;Chine;1956x992x40;80.15
EurenerMEPV 60 GLASS∙GLASS 310-330;0.400;Bifacial;18.45 ~ 19.64;310 ~ 330;24;Italie;1678x1002x30;124.0
G12M330-72 36V;0.248;Monocristallin;--;330;19.6;Chine;1955x880x35;81.84
SE220M-20/A — SE250M-20/A;0.190;Monocristallin;13.5 ~ 15.7;220 ~ 250;20;Allemagne;1640x992x50;41.8
JD-M1072H-182;0.214;PERC;20.5 ~ 21.3;530 ~ 550;29;Chine;2279x1134x35;113.42
MSMD - HD72NBG Power 445-470W;0.300;Bifacial;20.15 ~ 21.29;445 ~ 470;28;Allemagne;2111x1046x30;133.5
